Account Code,Account Name,Portal URL,Type
XT7QA8ZY,Barber & Co.,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=XT7QA8ZY,Regular
XUDMPMBW,The Muskoka Eye,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=XUDMPMBW,Regular
XZN3LSP2,Scotiabank Arena,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=XZN3LSP2,Regular
Y9F7H77M,Sunny's Chinese,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=Y9F7H77M,Regular
Y9UW7Z8F,Carbonic Coffee,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=Y9UW7Z8F,Regular
YCBD82TB,Under The Vine,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=YCBD82TB,Regular
YDN3JG55,Beach Hill Wines,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=YDN3JG55,Regular
YH54D9LA,CN Tower,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=YH54D9LA,Regular
YNPDSMBT,Florin,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=YNPDSMBT,Regular
YUKXF4HA,Low Down Bar,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=YUKXF4HA,Regular
YWRHWVEL,Shirley's Bayside Grill,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=YWRHWVEL,Regular
YWWXNAEY,Harbour Sixty Steakhouse,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=YWWXNAEY,Regular
ZEYYG74V,The Royal Hotel,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=ZEYYG74V,Regular
ZNH52R5H,Ruby Soho,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=ZNH52R5H,Regular
ZP3LUJLY,Gia,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=ZP3LUJLY,Regular
ZQTHS7VQ,Decanter (The Cellar Source),https://12trinity.github.io/order-portal/12-trinity-portal.html?account=ZQTHS7VQ,Regular
ZT7Y93A4,Drake Hotel,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=ZT7Y93A4,Regular
ZU8DWG7S,David Duncan House,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=ZU8DWG7S,Regular
ZXYB6RZ6,Ace Golf Bar & Lounge,https://12trinity.github.io/order-portal/12-trinity-portal.html?account=ZXYB6RZ6,Regular
